Iteration	MSE
43809	0.003863
43810	0.003863
43811	0.003863
43812	0.003863
43813	0.003863
43814	0.003863
43815	0.003863
43816	0.003863
43817	0.003862
43818	0.003862
43819	0.003862
43820	0.003862
43821	0.003862
43822	0.003862
43823	0.003862
43824	0.003862
43825	0.003862
43826	0.003862
43827	0.003862
43828	0.003862
43829	0.003862
43830	0.003862
43831	0.003861
43832	0.003861
43833	0.003861
43834	0.003861
43835	0.003861
43836	0.003861
43837	0.003861
43838	0.003861
43839	0.003861
43840	0.003861
43841	0.003861
43842	0.003861
43843	0.003861
43844	0.003860
43845	0.003860
43846	0.003860
43847	0.003860
43848	0.003860
43849	0.003860
43850	0.003860
43851	0.003860
43852	0.003860
43853	0.003860
43854	0.003860
43855	0.003860
43856	0.003860
43857	0.003860
43858	0.003859
43859	0.003859
43860	0.003859
43861	0.003859
43862	0.003859
43863	0.003859
43864	0.003859
43865	0.003859
43866	0.003859
43867	0.003859
43868	0.003859
43869	0.003859
43870	0.003859
43871	0.003858
43872	0.003858
43873	0.003858
43874	0.003858
43875	0.003858
43876	0.003858
43877	0.003858
43878	0.003858
43879	0.003858
43880	0.003858
43881	0.003858
43882	0.003858
43883	0.003858
43884	0.003858
43885	0.003857
43886	0.003857
43887	0.003857
43888	0.003857
43889	0.003857
43890	0.003857
43891	0.003857
43892	0.003857
43893	0.003857
43894	0.003857
43895	0.003857
43896	0.003857
43897	0.003857
43898	0.003856
43899	0.003856
43900	0.003856
43901	0.003856
43902	0.003856
43903	0.003856
43904	0.003856
43905	0.003856
43906	0.003856
43907	0.003856
43908	0.003856
43909	0.003856
43910	0.003856
43911	0.003856
43912	0.003855
43913	0.003855
43914	0.003855
43915	0.003855
43916	0.003855
43917	0.003855
43918	0.003855
43919	0.003855
43920	0.003855
43921	0.003855
43922	0.003855
43923	0.003855
43924	0.003855
43925	0.003855
43926	0.003854
43927	0.003854
43928	0.003854
43929	0.003854
43930	0.003854
43931	0.003854
43932	0.003854
43933	0.003854
43934	0.003854
43935	0.003854
43936	0.003854
43937	0.003854
43938	0.003854
43939	0.003853
43940	0.003853
43941	0.003853
43942	0.003853
43943	0.003853
43944	0.003853
43945	0.003853
43946	0.003853
43947	0.003853
43948	0.003853
43949	0.003853
43950	0.003853
43951	0.003853
43952	0.003853
43953	0.003852
43954	0.003852
43955	0.003852
43956	0.003852
43957	0.003852
43958	0.003852
43959	0.003852
43960	0.003852
43961	0.003852
43962	0.003852
43963	0.003852
43964	0.003852
43965	0.003852
43966	0.003852
43967	0.003851
43968	0.003851
43969	0.003851
43970	0.003851
43971	0.003851
43972	0.003851
43973	0.003851
43974	0.003851
43975	0.003851
43976	0.003851
43977	0.003851
43978	0.003851
43979	0.003851
43980	0.003851
43981	0.003850
43982	0.003850
43983	0.003850
43984	0.003850
43985	0.003850
43986	0.003850
43987	0.003850
43988	0.003850
43989	0.003850
43990	0.003850
43991	0.003850
43992	0.003850
43993	0.003850
43994	0.003849
43995	0.003849
43996	0.003849
43997	0.003849
43998	0.003849
43999	0.003849
44000	0.003849
44001	0.003849
44002	0.003849
44003	0.003849
44004	0.003849
44005	0.003849
44006	0.003849
44007	0.003849
44008	0.003848
44009	0.003848
44010	0.003848
44011	0.003848
44012	0.003848
44013	0.003848
44014	0.003848
44015	0.003848
44016	0.003848
44017	0.003848
44018	0.003848
44019	0.003848
44020	0.003848
44021	0.003848
44022	0.003847
44023	0.003847
44024	0.003847
44025	0.003847
44026	0.003847
44027	0.003847
44028	0.003847
44029	0.003847
44030	0.003847
44031	0.003847
44032	0.003847
44033	0.003847
44034	0.003847
44035	0.003847
44036	0.003846
44037	0.003846
44038	0.003846
44039	0.003846
44040	0.003846
44041	0.003846
44042	0.003846
44043	0.003846
44044	0.003846
44045	0.003846
44046	0.003846
44047	0.003846
44048	0.003846
44049	0.003845
44050	0.003845
44051	0.003845
44052	0.003845
44053	0.003845
44054	0.003845
44055	0.003845
44056	0.003845
44057	0.003845
44058	0.003845
44059	0.003845
44060	0.003845
44061	0.003845
44062	0.003845
44063	0.003844
44064	0.003844
44065	0.003844
44066	0.003844
44067	0.003844
44068	0.003844
44069	0.003844
44070	0.003844
44071	0.003844
44072	0.003844
44073	0.003844
44074	0.003844
44075	0.003844
44076	0.003844
44077	0.003843
44078	0.003843
44079	0.003843
44080	0.003843
44081	0.003843
44082	0.003843
44083	0.003843
44084	0.003843
44085	0.003843
44086	0.003843
44087	0.003843
44088	0.003843
44089	0.003843
44090	0.003843
44091	0.003842
44092	0.003842
44093	0.003842
44094	0.003842
44095	0.003842
44096	0.003842
44097	0.003842
44098	0.003842
44099	0.003842
44100	0.003842
44101	0.003842
44102	0.003842
44103	0.003842
44104	0.003842
44105	0.003841
44106	0.003841
44107	0.003841
44108	0.003841
44109	0.003841
44110	0.003841
44111	0.003841
44112	0.003841
44113	0.003841
44114	0.003841
44115	0.003841
44116	0.003841
44117	0.003841
44118	0.003841
44119	0.003840
44120	0.003840
44121	0.003840
44122	0.003840
44123	0.003840
44124	0.003840
44125	0.003840
44126	0.003840
44127	0.003840
44128	0.003840
44129	0.003840
44130	0.003840
44131	0.003840
44132	0.003840
44133	0.003839
44134	0.003839
44135	0.003839
44136	0.003839
44137	0.003839
44138	0.003839
44139	0.003839
44140	0.003839
44141	0.003839
44142	0.003839
44143	0.003839
44144	0.003839
44145	0.003839
44146	0.003839
44147	0.003838
44148	0.003838
44149	0.003838
44150	0.003838
44151	0.003838
44152	0.003838
44153	0.003838
44154	0.003838
44155	0.003838
44156	0.003838
44157	0.003838
44158	0.003838
44159	0.003838
44160	0.003838
44161	0.003837
44162	0.003837
44163	0.003837
44164	0.003837
44165	0.003837
44166	0.003837
44167	0.003837
44168	0.003837
44169	0.003837
44170	0.003837
44171	0.003837
44172	0.003837
44173	0.003837
44174	0.003837
44175	0.003836
44176	0.003836
44177	0.003836
44178	0.003836
44179	0.003836
44180	0.003836
44181	0.003836
44182	0.003836
44183	0.003836
44184	0.003836
44185	0.003836
44186	0.003836
44187	0.003836
44188	0.003836
44189	0.003835
44190	0.003835
44191	0.003835
44192	0.003835
44193	0.003835
44194	0.003835
44195	0.003835
44196	0.003835
44197	0.003835
44198	0.003835
44199	0.003835
44200	0.003835
44201	0.003835
44202	0.003835
44203	0.003834
44204	0.003834
44205	0.003834
44206	0.003834
44207	0.003834
44208	0.003834
44209	0.003834
44210	0.003834
44211	0.003834
44212	0.003834
44213	0.003834
44214	0.003834
44215	0.003834
44216	0.003834
44217	0.003834
44218	0.003833
44219	0.003833
44220	0.003833
44221	0.003833
44222	0.003833
44223	0.003833
44224	0.003833
44225	0.003833
44226	0.003833
44227	0.003833
44228	0.003833
44229	0.003833
44230	0.003833
44231	0.003833
44232	0.003832
44233	0.003832
44234	0.003832
44235	0.003832
44236	0.003832
44237	0.003832
44238	0.003832
44239	0.003832
44240	0.003832
44241	0.003832
44242	0.003832
44243	0.003832
44244	0.003832
44245	0.003832
44246	0.003831
44247	0.003831
44248	0.003831
44249	0.003831
44250	0.003831
44251	0.003831
44252	0.003831
44253	0.003831
44254	0.003831
44255	0.003831
44256	0.003831
44257	0.003831
44258	0.003831
44259	0.003831
44260	0.003830
44261	0.003830
44262	0.003830
44263	0.003830
44264	0.003830
44265	0.003830
44266	0.003830
44267	0.003830
44268	0.003830
44269	0.003830
44270	0.003830
44271	0.003830
44272	0.003830
44273	0.003830
44274	0.003829
44275	0.003829
44276	0.003829
44277	0.003829
44278	0.003829
44279	0.003829
44280	0.003829
44281	0.003829
44282	0.003829
44283	0.003829
44284	0.003829
44285	0.003829
44286	0.003829
44287	0.003829
44288	0.003829
44289	0.003828
44290	0.003828
44291	0.003828
44292	0.003828
44293	0.003828
44294	0.003828
44295	0.003828
44296	0.003828
44297	0.003828
44298	0.003828
44299	0.003828
44300	0.003828
44301	0.003828
44302	0.003828
44303	0.003827
44304	0.003827
44305	0.003827
44306	0.003827
44307	0.003827
44308	0.003827
44309	0.003827
44310	0.003827
44311	0.003827
44312	0.003827
44313	0.003827
44314	0.003827
44315	0.003827
44316	0.003827
44317	0.003827
44318	0.003826
44319	0.003826
44320	0.003826
44321	0.003826
44322	0.003826
44323	0.003826
44324	0.003826
44325	0.003826
44326	0.003826
44327	0.003826
44328	0.003826
44329	0.003826
44330	0.003826
44331	0.003826
44332	0.003825
44333	0.003825
44334	0.003825
44335	0.003825
44336	0.003825
44337	0.003825
44338	0.003825
44339	0.003825
44340	0.003825
44341	0.003825
44342	0.003825
44343	0.003825
44344	0.003825
44345	0.003825
44346	0.003824
44347	0.003824
44348	0.003824
44349	0.003824
44350	0.003824
44351	0.003824
44352	0.003824
44353	0.003824
44354	0.003824
44355	0.003824
44356	0.003824
44357	0.003824
44358	0.003824
44359	0.003824
44360	0.003824
44361	0.003823
44362	0.003823
44363	0.003823
44364	0.003823
44365	0.003823
44366	0.003823
44367	0.003823
44368	0.003823
44369	0.003823
44370	0.003823
44371	0.003823
44372	0.003823
44373	0.003823
44374	0.003823
44375	0.003822
44376	0.003822
44377	0.003822
44378	0.003822
44379	0.003822
44380	0.003822
44381	0.003822
44382	0.003822
44383	0.003822
44384	0.003822
44385	0.003822
44386	0.003822
44387	0.003822
44388	0.003822
44389	0.003821
44390	0.003821
44391	0.003821
44392	0.003821
44393	0.003821
44394	0.003821
44395	0.003821
44396	0.003821
44397	0.003821
44398	0.003821
44399	0.003821
44400	0.003821
44401	0.003821
44402	0.003821
44403	0.003821
44404	0.003820
44405	0.003820
44406	0.003820
44407	0.003820
44408	0.003820
44409	0.003820
44410	0.003820
44411	0.003820
44412	0.003820
44413	0.003820
44414	0.003820
44415	0.003820
44416	0.003820
44417	0.003820
44418	0.003820
44419	0.003819
44420	0.003819
44421	0.003819
44422	0.003819
44423	0.003819
44424	0.003819
44425	0.003819
44426	0.003819
44427	0.003819
44428	0.003819
44429	0.003819
44430	0.003819
44431	0.003819
44432	0.003819
44433	0.003818
44434	0.003818
44435	0.003818
44436	0.003818
44437	0.003818
44438	0.003818
44439	0.003818
44440	0.003818
44441	0.003818
44442	0.003818
44443	0.003818
44444	0.003818
44445	0.003818
44446	0.003818
44447	0.003818
44448	0.003817
44449	0.003817
44450	0.003817
44451	0.003817
44452	0.003817
44453	0.003817
44454	0.003817
44455	0.003817
44456	0.003817
44457	0.003817
44458	0.003817
44459	0.003817
44460	0.003817
44461	0.003817
44462	0.003816
44463	0.003816
44464	0.003816
44465	0.003816
44466	0.003816
44467	0.003816
44468	0.003816
44469	0.003816
44470	0.003816
44471	0.003816
44472	0.003816
44473	0.003816
44474	0.003816
44475	0.003816
44476	0.003816
44477	0.003815
44478	0.003815
44479	0.003815
44480	0.003815
44481	0.003815
44482	0.003815
44483	0.003815
44484	0.003815
44485	0.003815
44486	0.003815
44487	0.003815
44488	0.003815
44489	0.003815
44490	0.003815
44491	0.003815
44492	0.003814
44493	0.003814
44494	0.003814
44495	0.003814
44496	0.003814
44497	0.003814
44498	0.003814
44499	0.003814
44500	0.003814
44501	0.003814
44502	0.003814
44503	0.003814
44504	0.003814
44505	0.003814
44506	0.003813
44507	0.003813
44508	0.003813
44509	0.003813
44510	0.003813
44511	0.003813
44512	0.003813
44513	0.003813
44514	0.003813
44515	0.003813
44516	0.003813
44517	0.003813
44518	0.003813
44519	0.003813
44520	0.003813
44521	0.003812
44522	0.003812
44523	0.003812
44524	0.003812
44525	0.003812
44526	0.003812
44527	0.003812
44528	0.003812
44529	0.003812
44530	0.003812
44531	0.003812
44532	0.003812
44533	0.003812
44534	0.003812
44535	0.003812
44536	0.003811
44537	0.003811
44538	0.003811
44539	0.003811
44540	0.003811
44541	0.003811
44542	0.003811
44543	0.003811
44544	0.003811
44545	0.003811
44546	0.003811
44547	0.003811
44548	0.003811
44549	0.003811
44550	0.003810
44551	0.003810
44552	0.003810
44553	0.003810
44554	0.003810
44555	0.003810
44556	0.003810
44557	0.003810
44558	0.003810
44559	0.003810
44560	0.003810
44561	0.003810
44562	0.003810
44563	0.003810
44564	0.003810
44565	0.003809
44566	0.003809
44567	0.003809
44568	0.003809
44569	0.003809
44570	0.003809
44571	0.003809
44572	0.003809
44573	0.003809
44574	0.003809
44575	0.003809
44576	0.003809
44577	0.003809
44578	0.003809
44579	0.003809
44580	0.003808
44581	0.003808
44582	0.003808
44583	0.003808
44584	0.003808
44585	0.003808
44586	0.003808
44587	0.003808
44588	0.003808
44589	0.003808
44590	0.003808
44591	0.003808
44592	0.003808
44593	0.003808
44594	0.003808
44595	0.003807
44596	0.003807
44597	0.003807
44598	0.003807
44599	0.003807
44600	0.003807
44601	0.003807
44602	0.003807
44603	0.003807
44604	0.003807
44605	0.003807
44606	0.003807
44607	0.003807
44608	0.003807
44609	0.003807
44610	0.003806
44611	0.003806
44612	0.003806
44613	0.003806
44614	0.003806
44615	0.003806
44616	0.003806
44617	0.003806
44618	0.003806
44619	0.003806
44620	0.003806
44621	0.003806
44622	0.003806
44623	0.003806
44624	0.003806
44625	0.003805
44626	0.003805
44627	0.003805
44628	0.003805
44629	0.003805
44630	0.003805
44631	0.003805
44632	0.003805
44633	0.003805
44634	0.003805
44635	0.003805
44636	0.003805
44637	0.003805
44638	0.003805
44639	0.003805
44640	0.003804
44641	0.003804
44642	0.003804
44643	0.003804
44644	0.003804
44645	0.003804
44646	0.003804
44647	0.003804
44648	0.003804
44649	0.003804
44650	0.003804
44651	0.003804
44652	0.003804
44653	0.003804
44654	0.003804
44655	0.003803
44656	0.003803
44657	0.003803
44658	0.003803
44659	0.003803
44660	0.003803
44661	0.003803
44662	0.003803
44663	0.003803
44664	0.003803
44665	0.003803
44666	0.003803
44667	0.003803
44668	0.003803
44669	0.003803
44670	0.003802
44671	0.003802
44672	0.003802
44673	0.003802
44674	0.003802
44675	0.003802
44676	0.003802
44677	0.003802
44678	0.003802
44679	0.003802
44680	0.003802
44681	0.003802
44682	0.003802
44683	0.003802
44684	0.003802
44685	0.003801
44686	0.003801
44687	0.003801
44688	0.003801
44689	0.003801
44690	0.003801
44691	0.003801
44692	0.003801
44693	0.003801
44694	0.003801
44695	0.003801
44696	0.003801
44697	0.003801
44698	0.003801
44699	0.003801
44700	0.003800
44701	0.003800
44702	0.003800
44703	0.003800
44704	0.003800
44705	0.003800
44706	0.003800
44707	0.003800
44708	0.003800
44709	0.003800
44710	0.003800
44711	0.003800
44712	0.003800
44713	0.003800
44714	0.003800
44715	0.003799
44716	0.003799
44717	0.003799
44718	0.003799
44719	0.003799
44720	0.003799
44721	0.003799
44722	0.003799
44723	0.003799
44724	0.003799
44725	0.003799
44726	0.003799
44727	0.003799
44728	0.003799
44729	0.003799
44730	0.003798
44731	0.003798
44732	0.003798
44733	0.003798
44734	0.003798
44735	0.003798
44736	0.003798
44737	0.003798
44738	0.003798
44739	0.003798
44740	0.003798
44741	0.003798
44742	0.003798
44743	0.003798
44744	0.003798
44745	0.003797
44746	0.003797
44747	0.003797
44748	0.003797
44749	0.003797
44750	0.003797
44751	0.003797
44752	0.003797
44753	0.003797
44754	0.003797
44755	0.003797
44756	0.003797
44757	0.003797
44758	0.003797
44759	0.003797
44760	0.003797
44761	0.003796
44762	0.003796
44763	0.003796
44764	0.003796
44765	0.003796
44766	0.003796
44767	0.003796
44768	0.003796
44769	0.003796
44770	0.003796
44771	0.003796
44772	0.003796
44773	0.003796
44774	0.003796
44775	0.003796
44776	0.003795
44777	0.003795
44778	0.003795
44779	0.003795
44780	0.003795
44781	0.003795
44782	0.003795
44783	0.003795
44784	0.003795
44785	0.003795
44786	0.003795
44787	0.003795
44788	0.003795
44789	0.003795
44790	0.003795
44791	0.003794
44792	0.003794
44793	0.003794
44794	0.003794
44795	0.003794
44796	0.003794
44797	0.003794
44798	0.003794
44799	0.003794
44800	0.003794
44801	0.003794
44802	0.003794
44803	0.003794
44804	0.003794
44805	0.003794
44806	0.003793
44807	0.003793
44808	0.003793
44809	0.003793
44810	0.003793
44811	0.003793
44812	0.003793
44813	0.003793
44814	0.003793
44815	0.003793
44816	0.003793
44817	0.003793
44818	0.003793
44819	0.003793
44820	0.003793
44821	0.003793
44822	0.003792
44823	0.003792
44824	0.003792
44825	0.003792
44826	0.003792
44827	0.003792
44828	0.003792
44829	0.003792
44830	0.003792
44831	0.003792
44832	0.003792
44833	0.003792
44834	0.003792
44835	0.003792
44836	0.003792
44837	0.003791
44838	0.003791
44839	0.003791
44840	0.003791
44841	0.003791
44842	0.003791
44843	0.003791
44844	0.003791
44845	0.003791
44846	0.003791
44847	0.003791
44848	0.003791
44849	0.003791
44850	0.003791
44851	0.003791
44852	0.003791
44853	0.003790
44854	0.003790
44855	0.003790
44856	0.003790
44857	0.003790
44858	0.003790
44859	0.003790
44860	0.003790
44861	0.003790
44862	0.003790
44863	0.003790
44864	0.003790
44865	0.003790
44866	0.003790
44867	0.003790
44868	0.003789
44869	0.003789
44870	0.003789
44871	0.003789
44872	0.003789
44873	0.003789
44874	0.003789
44875	0.003789
44876	0.003789
44877	0.003789
44878	0.003789
44879	0.003789
44880	0.003789
44881	0.003789
44882	0.003789
44883	0.003788
44884	0.003788
44885	0.003788
44886	0.003788
44887	0.003788
44888	0.003788
44889	0.003788
44890	0.003788
44891	0.003788
44892	0.003788
44893	0.003788
44894	0.003788
44895	0.003788
44896	0.003788
44897	0.003788
44898	0.003788
44899	0.003787
44900	0.003787
44901	0.003787
44902	0.003787
44903	0.003787
44904	0.003787
44905	0.003787
44906	0.003787
44907	0.003787
44908	0.003787
44909	0.003787
44910	0.003787
44911	0.003787
44912	0.003787
44913	0.003787
44914	0.003786
44915	0.003786
44916	0.003786
44917	0.003786
44918	0.003786
44919	0.003786
44920	0.003786
44921	0.003786
44922	0.003786
44923	0.003786
44924	0.003786
44925	0.003786
44926	0.003786
44927	0.003786
44928	0.003786
44929	0.003786
44930	0.003785
44931	0.003785
44932	0.003785
44933	0.003785
44934	0.003785
44935	0.003785
44936	0.003785
44937	0.003785
44938	0.003785
44939	0.003785
44940	0.003785
44941	0.003785
44942	0.003785
44943	0.003785
44944	0.003785
44945	0.003785
44946	0.003784
44947	0.003784
44948	0.003784
44949	0.003784
44950	0.003784
44951	0.003784
44952	0.003784
44953	0.003784
44954	0.003784
44955	0.003784
44956	0.003784
44957	0.003784
44958	0.003784
44959	0.003784
44960	0.003784
44961	0.003783
44962	0.003783
44963	0.003783
44964	0.003783
44965	0.003783
44966	0.003783
44967	0.003783
44968	0.003783
44969	0.003783
44970	0.003783
44971	0.003783
44972	0.003783
44973	0.003783
44974	0.003783
44975	0.003783
44976	0.003783
44977	0.003782
44978	0.003782
44979	0.003782
44980	0.003782
44981	0.003782
44982	0.003782
44983	0.003782
44984	0.003782
44985	0.003782
44986	0.003782
44987	0.003782
44988	0.003782
44989	0.003782
44990	0.003782
44991	0.003782
44992	0.003781
44993	0.003781
44994	0.003781
44995	0.003781
44996	0.003781
44997	0.003781
44998	0.003781
44999	0.003781
45000	0.003781
45001	0.003781
45002	0.003781
45003	0.003781
45004	0.003781
45005	0.003781
45006	0.003781
45007	0.003781
45008	0.003780
45009	0.003780
45010	0.003780
45011	0.003780
45012	0.003780
45013	0.003780
45014	0.003780
45015	0.003780
45016	0.003780
45017	0.003780
45018	0.003780
45019	0.003780
45020	0.003780
45021	0.003780
45022	0.003780
45023	0.003780
45024	0.003779
45025	0.003779
45026	0.003779
45027	0.003779
45028	0.003779
45029	0.003779
45030	0.003779
45031	0.003779
45032	0.003779
45033	0.003779
45034	0.003779
45035	0.003779
45036	0.003779
45037	0.003779
45038	0.003779
45039	0.003779
45040	0.003778
45041	0.003778
45042	0.003778
45043	0.003778
45044	0.003778
45045	0.003778
45046	0.003778
45047	0.003778
45048	0.003778
45049	0.003778
45050	0.003778
45051	0.003778
45052	0.003778
45053	0.003778
45054	0.003778
45055	0.003777
45056	0.003777
45057	0.003777
45058	0.003777
45059	0.003777
45060	0.003777
45061	0.003777
45062	0.003777
45063	0.003777
45064	0.003777
45065	0.003777
45066	0.003777
45067	0.003777
45068	0.003777
45069	0.003777
45070	0.003777
45071	0.003776
45072	0.003776
45073	0.003776
45074	0.003776
45075	0.003776
45076	0.003776
45077	0.003776
45078	0.003776
45079	0.003776
45080	0.003776
45081	0.003776
45082	0.003776
45083	0.003776
45084	0.003776
45085	0.003776
45086	0.003776
45087	0.003775
45088	0.003775
45089	0.003775
45090	0.003775
45091	0.003775
45092	0.003775
45093	0.003775
45094	0.003775
45095	0.003775
45096	0.003775
45097	0.003775
45098	0.003775
45099	0.003775
45100	0.003775
45101	0.003775
45102	0.003775
45103	0.003774
45104	0.003774
45105	0.003774
45106	0.003774
45107	0.003774
45108	0.003774
45109	0.003774
45110	0.003774
45111	0.003774
45112	0.003774
45113	0.003774
45114	0.003774
45115	0.003774
45116	0.003774
45117	0.003774
45118	0.003774
45119	0.003773
45120	0.003773
45121	0.003773
45122	0.003773
45123	0.003773
45124	0.003773
45125	0.003773
45126	0.003773
45127	0.003773
45128	0.003773
45129	0.003773
45130	0.003773
45131	0.003773
45132	0.003773
45133	0.003773
45134	0.003773
45135	0.003772
45136	0.003772
45137	0.003772
45138	0.003772
45139	0.003772
45140	0.003772
45141	0.003772
45142	0.003772
45143	0.003772
45144	0.003772
45145	0.003772
45146	0.003772
45147	0.003772
45148	0.003772
45149	0.003772
45150	0.003772
45151	0.003771
45152	0.003771
45153	0.003771
45154	0.003771
45155	0.003771
45156	0.003771
45157	0.003771
45158	0.003771
45159	0.003771
45160	0.003771
45161	0.003771
45162	0.003771
45163	0.003771
45164	0.003771
45165	0.003771
45166	0.003771
45167	0.003770
45168	0.003770
45169	0.003770
45170	0.003770
45171	0.003770
45172	0.003770
45173	0.003770
45174	0.003770
45175	0.003770
45176	0.003770
45177	0.003770
45178	0.003770
45179	0.003770
45180	0.003770
45181	0.003770
45182	0.003770
45183	0.003769
45184	0.003769
45185	0.003769
45186	0.003769
45187	0.003769
45188	0.003769
45189	0.003769
45190	0.003769
45191	0.003769
45192	0.003769
45193	0.003769
45194	0.003769
45195	0.003769
45196	0.003769
45197	0.003769
45198	0.003769
45199	0.003768
45200	0.003768
45201	0.003768
45202	0.003768
45203	0.003768
45204	0.003768
45205	0.003768
45206	0.003768
45207	0.003768
45208	0.003768
45209	0.003768
45210	0.003768
45211	0.003768
45212	0.003768
45213	0.003768
45214	0.003768
45215	0.003768
45216	0.003767
45217	0.003767
45218	0.003767
45219	0.003767
45220	0.003767
45221	0.003767
45222	0.003767
45223	0.003767
45224	0.003767
45225	0.003767
45226	0.003767
45227	0.003767
45228	0.003767
45229	0.003767
45230	0.003767
45231	0.003767
45232	0.003766
45233	0.003766
45234	0.003766
45235	0.003766
45236	0.003766
45237	0.003766
45238	0.003766
45239	0.003766
45240	0.003766
45241	0.003766
45242	0.003766
45243	0.003766
45244	0.003766
45245	0.003766
45246	0.003766
45247	0.003766
45248	0.003765
45249	0.003765
45250	0.003765
45251	0.003765
45252	0.003765
45253	0.003765
45254	0.003765
45255	0.003765
45256	0.003765
45257	0.003765
45258	0.003765
45259	0.003765
45260	0.003765
45261	0.003765
45262	0.003765
45263	0.003765
45264	0.003764
45265	0.003764
45266	0.003764
45267	0.003764
45268	0.003764
45269	0.003764
45270	0.003764
45271	0.003764
45272	0.003764
45273	0.003764
45274	0.003764
45275	0.003764
45276	0.003764
45277	0.003764
45278	0.003764
45279	0.003764
45280	0.003764
45281	0.003763
45282	0.003763
45283	0.003763
45284	0.003763
45285	0.003763
45286	0.003763
45287	0.003763
45288	0.003763
45289	0.003763
45290	0.003763
45291	0.003763
45292	0.003763
45293	0.003763
45294	0.003763
45295	0.003763
45296	0.003763
45297	0.003762
45298	0.003762
45299	0.003762
45300	0.003762
45301	0.003762
45302	0.003762
45303	0.003762
45304	0.003762
45305	0.003762
45306	0.003762
45307	0.003762
45308	0.003762
45309	0.003762
45310	0.003762
45311	0.003762
45312	0.003762
45313	0.003761
45314	0.003761
45315	0.003761
45316	0.003761
45317	0.003761
45318	0.003761
45319	0.003761
45320	0.003761
45321	0.003761
45322	0.003761
45323	0.003761
45324	0.003761
45325	0.003761
45326	0.003761
45327	0.003761
45328	0.003761
45329	0.003761
45330	0.003760
45331	0.003760
45332	0.003760
45333	0.003760
45334	0.003760
45335	0.003760
45336	0.003760
45337	0.003760
45338	0.003760
45339	0.003760
45340	0.003760
45341	0.003760
45342	0.003760
45343	0.003760
45344	0.003760
45345	0.003760
45346	0.003759
45347	0.003759
45348	0.003759
45349	0.003759
45350	0.003759
45351	0.003759
45352	0.003759
45353	0.003759
45354	0.003759
45355	0.003759
45356	0.003759
45357	0.003759
45358	0.003759
45359	0.003759
45360	0.003759
45361	0.003759
45362	0.003759
45363	0.003758
45364	0.003758
45365	0.003758
45366	0.003758
45367	0.003758
45368	0.003758
45369	0.003758
45370	0.003758
45371	0.003758
45372	0.003758
45373	0.003758
45374	0.003758
45375	0.003758
45376	0.003758
45377	0.003758
45378	0.003758
45379	0.003757
45380	0.003757
45381	0.003757
45382	0.003757
45383	0.003757
45384	0.003757
45385	0.003757
45386	0.003757
45387	0.003757
45388	0.003757
45389	0.003757
45390	0.003757
45391	0.003757
45392	0.003757
45393	0.003757
45394	0.003757
45395	0.003757
45396	0.003756
45397	0.003756
45398	0.003756
45399	0.003756
45400	0.003756
45401	0.003756
45402	0.003756
45403	0.003756
45404	0.003756
45405	0.003756
45406	0.003756
45407	0.003756
45408	0.003756
45409	0.003756
45410	0.003756
45411	0.003756
45412	0.003755
45413	0.003755
45414	0.003755
45415	0.003755
45416	0.003755
45417	0.003755
45418	0.003755
45419	0.003755
45420	0.003755
45421	0.003755
45422	0.003755
45423	0.003755
45424	0.003755
45425	0.003755
45426	0.003755
45427	0.003755
45428	0.003755
45429	0.003754
45430	0.003754
45431	0.003754
45432	0.003754
45433	0.003754
45434	0.003754
45435	0.003754
45436	0.003754
45437	0.003754
45438	0.003754
45439	0.003754
45440	0.003754
45441	0.003754
45442	0.003754
45443	0.003754
45444	0.003754
45445	0.003754
45446	0.003753
45447	0.003753
45448	0.003753
45449	0.003753
45450	0.003753
45451	0.003753
45452	0.003753
45453	0.003753
45454	0.003753
45455	0.003753
45456	0.003753
45457	0.003753
45458	0.003753
45459	0.003753
45460	0.003753
45461	0.003753
45462	0.003752
45463	0.003752
45464	0.003752
45465	0.003752
45466	0.003752
45467	0.003752
45468	0.003752
45469	0.003752
45470	0.003752
45471	0.003752
45472	0.003752
45473	0.003752
45474	0.003752
45475	0.003752
45476	0.003752
45477	0.003752
45478	0.003752
45479	0.003751
45480	0.003751
45481	0.003751
45482	0.003751
45483	0.003751
45484	0.003751
45485	0.003751
45486	0.003751
45487	0.003751
45488	0.003751
45489	0.003751
45490	0.003751
45491	0.003751
45492	0.003751
45493	0.003751
45494	0.003751
45495	0.003751
45496	0.003750
45497	0.003750
45498	0.003750
45499	0.003750
45500	0.003750
45501	0.003750
45502	0.003750
45503	0.003750
45504	0.003750
45505	0.003750
45506	0.003750
45507	0.003750
45508	0.003750
45509	0.003750
45510	0.003750
45511	0.003750
45512	0.003750
45513	0.003749
45514	0.003749
45515	0.003749
45516	0.003749
45517	0.003749
45518	0.003749
45519	0.003749
45520	0.003749
45521	0.003749
45522	0.003749
45523	0.003749
45524	0.003749
45525	0.003749
45526	0.003749
45527	0.003749
45528	0.003749
45529	0.003748
45530	0.003748
45531	0.003748
45532	0.003748
45533	0.003748
45534	0.003748
45535	0.003748
45536	0.003748
45537	0.003748
45538	0.003748
45539	0.003748
45540	0.003748
45541	0.003748
45542	0.003748
45543	0.003748
45544	0.003748
45545	0.003748
45546	0.003747
45547	0.003747
45548	0.003747
45549	0.003747
45550	0.003747
45551	0.003747
45552	0.003747
45553	0.003747
45554	0.003747
45555	0.003747
45556	0.003747
