Iteration	MSE
7079	0.020736
7080	0.020736
7081	0.020736
7082	0.020735
7083	0.020735
7084	0.020734
7085	0.020734
7086	0.020733
7087	0.020733
7088	0.020733
7089	0.020732
7090	0.020732
7091	0.020731
7092	0.020731
7093	0.020730
7094	0.020730
7095	0.020730
7096	0.020729
7097	0.020729
7098	0.020728
7099	0.020728
7100	0.020727
7101	0.020727
7102	0.020727
7103	0.020726
7104	0.020726
7105	0.020725
7106	0.020725
7107	0.020724
7108	0.020724
7109	0.020724
7110	0.020723
7111	0.020723
7112	0.020722
7113	0.020722
7114	0.020721
7115	0.020721
7116	0.020721
7117	0.020720
7118	0.020720
7119	0.020719
7120	0.020719
7121	0.020718
7122	0.020718
7123	0.020718
7124	0.020717
7125	0.020717
7126	0.020716
7127	0.020716
7128	0.020715
7129	0.020715
7130	0.020715
7131	0.020714
7132	0.020714
7133	0.020713
7134	0.020713
7135	0.020712
7136	0.020712
7137	0.020712
7138	0.020711
7139	0.020711
7140	0.020710
7141	0.020710
7142	0.020709
7143	0.020709
7144	0.020709
7145	0.020708
7146	0.020708
7147	0.020707
7148	0.020707
7149	0.020706
7150	0.020706
7151	0.020706
7152	0.020705
7153	0.020705
7154	0.020704
7155	0.020704
7156	0.020704
7157	0.020703
7158	0.020703
7159	0.020702
7160	0.020702
7161	0.020701
7162	0.020701
7163	0.020701
7164	0.020700
7165	0.020700
7166	0.020699
7167	0.020699
7168	0.020698
7169	0.020698
7170	0.020698
7171	0.020697
7172	0.020697
7173	0.020696
7174	0.020696
7175	0.020695
7176	0.020695
7177	0.020695
7178	0.020694
7179	0.020694
7180	0.020693
7181	0.020693
7182	0.020692
7183	0.020692
7184	0.020692
7185	0.020691
7186	0.020691
7187	0.020690
7188	0.020690
7189	0.020689
7190	0.020689
7191	0.020689
7192	0.020688
7193	0.020688
7194	0.020687
7195	0.020687
7196	0.020687
7197	0.020686
7198	0.020686
7199	0.020685
7200	0.020685
7201	0.020684
7202	0.020684
7203	0.020684
7204	0.020683
7205	0.020683
7206	0.020682
7207	0.020682
7208	0.020681
7209	0.020681
7210	0.020681
7211	0.020680
7212	0.020680
7213	0.020679
7214	0.020679
7215	0.020678
7216	0.020678
7217	0.020678
7218	0.020677
7219	0.020677
7220	0.020676
7221	0.020676
7222	0.020675
7223	0.020675
7224	0.020675
7225	0.020674
7226	0.020674
7227	0.020673
7228	0.020673
7229	0.020673
7230	0.020672
7231	0.020672
7232	0.020671
7233	0.020671
7234	0.020670
7235	0.020670
7236	0.020670
7237	0.020669
7238	0.020669
7239	0.020668
7240	0.020668
7241	0.020667
7242	0.020667
7243	0.020667
7244	0.020666
7245	0.020666
7246	0.020665
7247	0.020665
7248	0.020665
7249	0.020664
7250	0.020664
7251	0.020663
7252	0.020663
7253	0.020662
7254	0.020662
7255	0.020662
7256	0.020661
7257	0.020661
7258	0.020660
7259	0.020660
7260	0.020659
7261	0.020659
7262	0.020659
7263	0.020658
7264	0.020658
7265	0.020657
7266	0.020657
7267	0.020656
7268	0.020656
7269	0.020656
7270	0.020655
7271	0.020655
7272	0.020654
7273	0.020654
7274	0.020654
7275	0.020653
7276	0.020653
7277	0.020652
7278	0.020652
7279	0.020651
7280	0.020651
7281	0.020651
7282	0.020650
7283	0.020650
7284	0.020649
7285	0.020649
7286	0.020648
7287	0.020648
7288	0.020648
7289	0.020647
7290	0.020647
7291	0.020646
7292	0.020646
7293	0.020646
7294	0.020645
7295	0.020645
7296	0.020644
7297	0.020644
7298	0.020643
7299	0.020643
7300	0.020643
7301	0.020642
7302	0.020642
7303	0.020641
7304	0.020641
7305	0.020640
7306	0.020640
7307	0.020640
7308	0.020639
7309	0.020639
7310	0.020638
7311	0.020638
7312	0.020638
7313	0.020637
7314	0.020637
7315	0.020636
7316	0.020636
7317	0.020635
7318	0.020635
7319	0.020635
7320	0.020634
7321	0.020634
7322	0.020633
7323	0.020633
7324	0.020632
7325	0.020632
7326	0.020632
7327	0.020631
7328	0.020631
7329	0.020630
7330	0.020630
7331	0.020630
7332	0.020629
7333	0.020629
7334	0.020628
7335	0.020628
7336	0.020627
7337	0.020627
7338	0.020627
7339	0.020626
7340	0.020626
7341	0.020625
7342	0.020625
7343	0.020625
7344	0.020624
7345	0.020624
7346	0.020623
7347	0.020623
7348	0.020622
7349	0.020622
7350	0.020622
7351	0.020621
7352	0.020621
7353	0.020620
7354	0.020620
7355	0.020620
7356	0.020619
7357	0.020619
7358	0.020618
7359	0.020618
7360	0.020617
7361	0.020617
7362	0.020617
7363	0.020616
7364	0.020616
7365	0.020615
7366	0.020615
7367	0.020614
7368	0.020614
7369	0.020614
7370	0.020613
7371	0.020613
7372	0.020612
7373	0.020612
7374	0.020612
7375	0.020611
7376	0.020611
7377	0.020610
7378	0.020610
7379	0.020609
7380	0.020609
7381	0.020609
7382	0.020608
7383	0.020608
7384	0.020607
7385	0.020607
7386	0.020607
7387	0.020606
7388	0.020606
7389	0.020605
7390	0.020605
7391	0.020604
7392	0.020604
7393	0.020604
7394	0.020603
7395	0.020603
7396	0.020602
7397	0.020602
7398	0.020602
7399	0.020601
7400	0.020601
7401	0.020600
7402	0.020600
7403	0.020599
7404	0.020599
7405	0.020599
7406	0.020598
7407	0.020598
7408	0.020597
7409	0.020597
7410	0.020597
7411	0.020596
7412	0.020596
7413	0.020595
7414	0.020595
7415	0.020594
7416	0.020594
7417	0.020594
7418	0.020593
7419	0.020593
7420	0.020592
7421	0.020592
7422	0.020592
7423	0.020591
7424	0.020591
7425	0.020590
7426	0.020590
7427	0.020589
7428	0.020589
7429	0.020589
7430	0.020588
7431	0.020588
7432	0.020587
7433	0.020587
7434	0.020587
7435	0.020586
7436	0.020586
7437	0.020585
7438	0.020585
7439	0.020584
7440	0.020584
7441	0.020584
7442	0.020583
7443	0.020583
7444	0.020582
7445	0.020582
7446	0.020582
7447	0.020581
7448	0.020581
7449	0.020580
7450	0.020580
7451	0.020579
7452	0.020579
7453	0.020579
7454	0.020578
7455	0.020578
7456	0.020577
7457	0.020577
7458	0.020577
7459	0.020576
7460	0.020576
7461	0.020575
7462	0.020575
7463	0.020574
7464	0.020574
7465	0.020574
7466	0.020573
7467	0.020573
7468	0.020572
7469	0.020572
7470	0.020572
7471	0.020571
7472	0.020571
7473	0.020570
7474	0.020570
7475	0.020570
7476	0.020569
7477	0.020569
7478	0.020568
7479	0.020568
7480	0.020567
7481	0.020567
7482	0.020567
7483	0.020566
7484	0.020566
7485	0.020565
7486	0.020565
7487	0.020565
7488	0.020564
7489	0.020564
7490	0.020563
7491	0.020563
7492	0.020562
7493	0.020562
7494	0.020562
7495	0.020561
7496	0.020561
7497	0.020560
7498	0.020560
7499	0.020560
7500	0.020559
7501	0.020559
7502	0.020558
7503	0.020558
7504	0.020558
7505	0.020557
7506	0.020557
7507	0.020556
7508	0.020556
7509	0.020555
7510	0.020555
7511	0.020555
7512	0.020554
7513	0.020554
7514	0.020553
7515	0.020553
7516	0.020553
7517	0.020552
7518	0.020552
7519	0.020551
7520	0.020551
7521	0.020550
7522	0.020550
7523	0.020550
7524	0.020549
7525	0.020549
7526	0.020548
7527	0.020548
7528	0.020548
7529	0.020547
7530	0.020547
7531	0.020546
7532	0.020546
7533	0.020546
7534	0.020545
7535	0.020545
7536	0.020544
7537	0.020544
7538	0.020544
7539	0.020543
7540	0.020543
7541	0.020542
7542	0.020542
7543	0.020541
7544	0.020541
7545	0.020541
7546	0.020540
7547	0.020540
7548	0.020539
7549	0.020539
7550	0.020539
7551	0.020538
7552	0.020538
7553	0.020537
7554	0.020537
7555	0.020536
7556	0.020536
7557	0.020536
7558	0.020535
7559	0.020535
7560	0.020534
7561	0.020534
7562	0.020534
7563	0.020533
7564	0.020533
7565	0.020532
7566	0.020532
7567	0.020532
7568	0.020531
7569	0.020531
7570	0.020530
7571	0.020530
7572	0.020530
7573	0.020529
7574	0.020529
7575	0.020528
7576	0.020528
7577	0.020527
7578	0.020527
7579	0.020527
7580	0.020526
7581	0.020526
7582	0.020525
7583	0.020525
7584	0.020525
7585	0.020524
7586	0.020524
7587	0.020523
7588	0.020523
7589	0.020523
7590	0.020522
7591	0.020522
7592	0.020521
7593	0.020521
7594	0.020520
7595	0.020520
7596	0.020520
7597	0.020519
7598	0.020519
7599	0.020518
7600	0.020518
7601	0.020518
7602	0.020517
7603	0.020517
7604	0.020516
7605	0.020516
7606	0.020516
7607	0.020515
7608	0.020515
7609	0.020514
7610	0.020514
7611	0.020514
7612	0.020513
7613	0.020513
7614	0.020512
7615	0.020512
7616	0.020511
7617	0.020511
7618	0.020511
7619	0.020510
7620	0.020510
7621	0.020509
7622	0.020509
7623	0.020509
7624	0.020508
7625	0.020508
7626	0.020507
7627	0.020507
7628	0.020507
7629	0.020506
7630	0.020506
7631	0.020505
7632	0.020505
7633	0.020505
7634	0.020504
7635	0.020504
7636	0.020503
7637	0.020503
7638	0.020502
7639	0.020502
7640	0.020502
7641	0.020501
7642	0.020501
7643	0.020500
7644	0.020500
7645	0.020500
7646	0.020499
7647	0.020499
7648	0.020498
7649	0.020498
7650	0.020498
7651	0.020497
7652	0.020497
7653	0.020496
7654	0.020496
7655	0.020496
7656	0.020495
7657	0.020495
7658	0.020494
7659	0.020494
7660	0.020494
7661	0.020493
7662	0.020493
7663	0.020492
7664	0.020492
7665	0.020491
7666	0.020491
7667	0.020491
7668	0.020490
7669	0.020490
7670	0.020489
7671	0.020489
7672	0.020489
7673	0.020488
7674	0.020488
7675	0.020487
7676	0.020487
7677	0.020487
7678	0.020486
7679	0.020486
7680	0.020485
7681	0.020485
7682	0.020485
7683	0.020484
7684	0.020484
7685	0.020483
7686	0.020483
7687	0.020483
7688	0.020482
7689	0.020482
7690	0.020481
7691	0.020481
7692	0.020480
7693	0.020480
7694	0.020480
7695	0.020479
7696	0.020479
7697	0.020478
7698	0.020478
7699	0.020478
7700	0.020477
7701	0.020477
7702	0.020476
7703	0.020476
7704	0.020476
7705	0.020475
7706	0.020475
7707	0.020474
7708	0.020474
7709	0.020474
7710	0.020473
7711	0.020473
7712	0.020472
7713	0.020472
7714	0.020472
7715	0.020471
7716	0.020471
7717	0.020470
7718	0.020470
7719	0.020470
7720	0.020469
7721	0.020469
7722	0.020468
7723	0.020468
7724	0.020468
7725	0.020467
7726	0.020467
7727	0.020466
7728	0.020466
7729	0.020465
7730	0.020465
7731	0.020465
7732	0.020464
7733	0.020464
7734	0.020463
7735	0.020463
7736	0.020463
7737	0.020462
7738	0.020462
7739	0.020461
7740	0.020461
7741	0.020461
7742	0.020460
7743	0.020460
7744	0.020459
7745	0.020459
7746	0.020459
7747	0.020458
7748	0.020458
7749	0.020457
7750	0.020457
7751	0.020457
7752	0.020456
7753	0.020456
7754	0.020455
7755	0.020455
7756	0.020455
7757	0.020454
7758	0.020454
7759	0.020453
7760	0.020453
7761	0.020453
7762	0.020452
7763	0.020452
7764	0.020451
7765	0.020451
7766	0.020451
7767	0.020450
7768	0.020450
7769	0.020449
7770	0.020449
7771	0.020449
7772	0.020448
7773	0.020448
7774	0.020447
7775	0.020447
7776	0.020447
7777	0.020446
7778	0.020446
7779	0.020445
7780	0.020445
7781	0.020445
7782	0.020444
7783	0.020444
7784	0.020443
7785	0.020443
7786	0.020442
7787	0.020442
7788	0.020442
7789	0.020441
7790	0.020441
7791	0.020440
7792	0.020440
7793	0.020440
7794	0.020439
7795	0.020439
7796	0.020438
7797	0.020438
7798	0.020438
7799	0.020437
7800	0.020437
7801	0.020436
7802	0.020436
7803	0.020436
7804	0.020435
7805	0.020435
7806	0.020434
7807	0.020434
7808	0.020434
7809	0.020433
7810	0.020433
7811	0.020432
7812	0.020432
7813	0.020432
7814	0.020431
7815	0.020431
7816	0.020430
7817	0.020430
7818	0.020430
7819	0.020429
7820	0.020429
7821	0.020428
7822	0.020428
7823	0.020428
7824	0.020427
7825	0.020427
7826	0.020426
7827	0.020426
7828	0.020426
7829	0.020425
7830	0.020425
7831	0.020424
7832	0.020424
7833	0.020424
7834	0.020423
7835	0.020423
7836	0.020422
7837	0.020422
7838	0.020422
7839	0.020421
7840	0.020421
7841	0.020420
7842	0.020420
7843	0.020420
7844	0.020419
7845	0.020419
7846	0.020418
7847	0.020418
7848	0.020418
7849	0.020417
7850	0.020417
7851	0.020416
7852	0.020416
7853	0.020416
7854	0.020415
7855	0.020415
7856	0.020414
7857	0.020414
7858	0.020414
7859	0.020413
7860	0.020413
7861	0.020412
7862	0.020412
7863	0.020412
7864	0.020411
7865	0.020411
7866	0.020410
7867	0.020410
7868	0.020410
7869	0.020409
7870	0.020409
7871	0.020408
7872	0.020408
7873	0.020408
7874	0.020407
7875	0.020407
7876	0.020406
7877	0.020406
7878	0.020406
7879	0.020405
7880	0.020405
7881	0.020404
7882	0.020404
7883	0.020404
7884	0.020403
7885	0.020403
7886	0.020402
7887	0.020402
7888	0.020402
7889	0.020401
7890	0.020401
7891	0.020400
7892	0.020400
7893	0.020400
7894	0.020399
7895	0.020399
7896	0.020398
7897	0.020398
7898	0.020398
7899	0.020397
7900	0.020397
7901	0.020396
7902	0.020396
7903	0.020396
7904	0.020395
7905	0.020395
7906	0.020394
7907	0.020394
7908	0.020394
7909	0.020393
7910	0.020393
7911	0.020392
7912	0.020392
7913	0.020392
7914	0.020391
7915	0.020391
7916	0.020390
7917	0.020390
7918	0.020390
7919	0.020389
7920	0.020389
7921	0.020389
7922	0.020388
7923	0.020388
7924	0.020387
7925	0.020387
7926	0.020387
7927	0.020386
7928	0.020386
7929	0.020385
7930	0.020385
7931	0.020385
7932	0.020384
7933	0.020384
7934	0.020383
7935	0.020383
7936	0.020383
7937	0.020382
7938	0.020382
7939	0.020381
7940	0.020381
7941	0.020381
7942	0.020380
7943	0.020380
7944	0.020379
7945	0.020379
7946	0.020379
7947	0.020378
7948	0.020378
7949	0.020377
7950	0.020377
7951	0.020377
7952	0.020376
7953	0.020376
7954	0.020375
7955	0.020375
7956	0.020375
7957	0.020374
7958	0.020374
7959	0.020373
7960	0.020373
7961	0.020373
7962	0.020372
7963	0.020372
7964	0.020371
7965	0.020371
7966	0.020371
7967	0.020370
7968	0.020370
7969	0.020369
7970	0.020369
7971	0.020369
7972	0.020368
7973	0.020368
7974	0.020368
7975	0.020367
7976	0.020367
7977	0.020366
7978	0.020366
7979	0.020366
7980	0.020365
7981	0.020365
7982	0.020364
7983	0.020364
7984	0.020364
7985	0.020363
7986	0.020363
7987	0.020362
7988	0.020362
7989	0.020362
7990	0.020361
7991	0.020361
7992	0.020360
7993	0.020360
7994	0.020360
7995	0.020359
7996	0.020359
7997	0.020358
7998	0.020358
7999	0.020358
8000	0.020357
8001	0.020357
8002	0.020356
8003	0.020356
8004	0.020356
8005	0.020355
8006	0.020355
8007	0.020354
8008	0.020354
8009	0.020354
8010	0.020353
8011	0.020353
8012	0.020353
8013	0.020352
8014	0.020352
8015	0.020351
8016	0.020351
8017	0.020351
8018	0.020350
8019	0.020350
8020	0.020349
8021	0.020349
8022	0.020349
8023	0.020348
8024	0.020348
8025	0.020347
8026	0.020347
8027	0.020347
8028	0.020346
8029	0.020346
8030	0.020345
8031	0.020345
8032	0.020345
8033	0.020344
8034	0.020344
8035	0.020343
8036	0.020343
8037	0.020343
8038	0.020342
8039	0.020342
8040	0.020342
8041	0.020341
8042	0.020341
8043	0.020340
8044	0.020340
8045	0.020340
8046	0.020339
8047	0.020339
8048	0.020338
8049	0.020338
8050	0.020338
8051	0.020337
8052	0.020337
8053	0.020336
8054	0.020336
8055	0.020336
8056	0.020335
8057	0.020335
8058	0.020334
8059	0.020334
8060	0.020334
8061	0.020333
8062	0.020333
8063	0.020332
8064	0.020332
8065	0.020332
8066	0.020331
8067	0.020331
8068	0.020331
8069	0.020330
8070	0.020330
8071	0.020329
8072	0.020329
8073	0.020329
8074	0.020328
8075	0.020328
8076	0.020327
8077	0.020327
8078	0.020327
8079	0.020326
8080	0.020326
8081	0.020325
8082	0.020325
8083	0.020325
8084	0.020324
8085	0.020324
8086	0.020323
8087	0.020323
8088	0.020323
8089	0.020322
8090	0.020322
8091	0.020322
8092	0.020321
8093	0.020321
8094	0.020320
8095	0.020320
8096	0.020320
8097	0.020319
8098	0.020319
8099	0.020318
8100	0.020318
8101	0.020318
8102	0.020317
8103	0.020317
8104	0.020316
8105	0.020316
8106	0.020316
8107	0.020315
8108	0.020315
8109	0.020315
8110	0.020314
8111	0.020314
8112	0.020313
8113	0.020313
8114	0.020313
8115	0.020312
8116	0.020312
8117	0.020311
8118	0.020311
8119	0.020311
8120	0.020310
8121	0.020310
8122	0.020309
8123	0.020309
8124	0.020309
8125	0.020308
8126	0.020308
8127	0.020308
8128	0.020307
8129	0.020307
8130	0.020306
8131	0.020306
8132	0.020306
8133	0.020305
8134	0.020305
8135	0.020304
8136	0.020304
8137	0.020304
8138	0.020303
8139	0.020303
8140	0.020302
8141	0.020302
8142	0.020302
8143	0.020301
8144	0.020301
8145	0.020301
8146	0.020300
8147	0.020300
8148	0.020299
8149	0.020299
8150	0.020299
8151	0.020298
8152	0.020298
8153	0.020297
8154	0.020297
8155	0.020297
8156	0.020296
8157	0.020296
8158	0.020295
8159	0.020295
8160	0.020295
8161	0.020294
8162	0.020294
8163	0.020294
8164	0.020293
8165	0.020293
8166	0.020292
8167	0.020292
8168	0.020292
8169	0.020291
8170	0.020291
8171	0.020290
8172	0.020290
8173	0.020290
8174	0.020289
8175	0.020289
8176	0.020288
8177	0.020288
8178	0.020288
8179	0.020287
8180	0.020287
8181	0.020287
8182	0.020286
8183	0.020286
8184	0.020285
8185	0.020285
8186	0.020285
8187	0.020284
8188	0.020284
8189	0.020283
8190	0.020283
8191	0.020283
8192	0.020282
8193	0.020282
8194	0.020282
8195	0.020281
8196	0.020281
8197	0.020280
8198	0.020280
8199	0.020280
8200	0.020279
8201	0.020279
8202	0.020278
8203	0.020278
8204	0.020278
8205	0.020277
8206	0.020277
8207	0.020276
8208	0.020276
8209	0.020276
8210	0.020275
8211	0.020275
8212	0.020275
8213	0.020274
8214	0.020274
8215	0.020273
8216	0.020273
8217	0.020273
8218	0.020272
8219	0.020272
8220	0.020271
8221	0.020271
8222	0.020271
8223	0.020270
8224	0.020270
8225	0.020270
8226	0.020269
8227	0.020269
8228	0.020268
8229	0.020268
8230	0.020268
8231	0.020267
8232	0.020267
8233	0.020266
8234	0.020266
8235	0.020266
8236	0.020265
8237	0.020265
8238	0.020265
8239	0.020264
8240	0.020264
8241	0.020263
8242	0.020263
8243	0.020263
8244	0.020262
8245	0.020262
8246	0.020261
8247	0.020261
8248	0.020261
8249	0.020260
8250	0.020260
8251	0.020260
8252	0.020259
8253	0.020259
8254	0.020258
8255	0.020258
8256	0.020258
8257	0.020257
8258	0.020257
8259	0.020256
8260	0.020256
8261	0.020256
8262	0.020255
8263	0.020255
8264	0.020255
8265	0.020254
8266	0.020254
8267	0.020253
8268	0.020253
8269	0.020253
8270	0.020252
8271	0.020252
8272	0.020251
8273	0.020251
8274	0.020251
8275	0.020250
8276	0.020250
8277	0.020250
8278	0.020249
8279	0.020249
8280	0.020248
8281	0.020248
8282	0.020248
8283	0.020247
8284	0.020247
8285	0.020246
8286	0.020246
8287	0.020246
8288	0.020245
8289	0.020245
8290	0.020245
8291	0.020244
8292	0.020244
8293	0.020243
8294	0.020243
8295	0.020243
8296	0.020242
8297	0.020242
8298	0.020242
8299	0.020241
8300	0.020241
8301	0.020240
8302	0.020240
8303	0.020240
8304	0.020239
8305	0.020239
8306	0.020238
8307	0.020238
8308	0.020238
8309	0.020237
8310	0.020237
8311	0.020237
8312	0.020236
8313	0.020236
8314	0.020235
8315	0.020235
8316	0.020235
8317	0.020234
8318	0.020234
8319	0.020234
8320	0.020233
8321	0.020233
8322	0.020232
8323	0.020232
8324	0.020232
8325	0.020231
8326	0.020231
8327	0.020230
8328	0.020230
8329	0.020230
8330	0.020229
8331	0.020229
8332	0.020229
8333	0.020228
8334	0.020228
8335	0.020227
8336	0.020227
8337	0.020227
8338	0.020226
8339	0.020226
8340	0.020226
8341	0.020225
8342	0.020225
8343	0.020224
8344	0.020224
8345	0.020224
8346	0.020223
8347	0.020223
8348	0.020222
8349	0.020222
8350	0.020222
8351	0.020221
8352	0.020221
8353	0.020221
8354	0.020220
8355	0.020220
8356	0.020219
8357	0.020219
8358	0.020219
8359	0.020218
8360	0.020218
8361	0.020218
8362	0.020217
8363	0.020217
8364	0.020216
8365	0.020216
8366	0.020216
8367	0.020215
8368	0.020215
8369	0.020214
8370	0.020214
8371	0.020214
8372	0.020213
8373	0.020213
8374	0.020213
8375	0.020212
8376	0.020212
8377	0.020211
8378	0.020211
8379	0.020211
8380	0.020210
8381	0.020210
8382	0.020210
8383	0.020209
8384	0.020209
8385	0.020208
8386	0.020208
8387	0.020208
8388	0.020207
8389	0.020207
8390	0.020207
8391	0.020206
8392	0.020206
8393	0.020205
8394	0.020205
8395	0.020205
8396	0.020204
8397	0.020204
8398	0.020203
8399	0.020203
8400	0.020203
8401	0.020202
8402	0.020202
8403	0.020202
8404	0.020201
8405	0.020201
8406	0.020200
8407	0.020200
8408	0.020200
8409	0.020199
8410	0.020199
8411	0.020199
8412	0.020198
8413	0.020198
8414	0.020197
8415	0.020197
8416	0.020197
8417	0.020196
8418	0.020196
8419	0.020196
8420	0.020195
8421	0.020195
8422	0.020194
8423	0.020194
8424	0.020194
8425	0.020193
8426	0.020193
8427	0.020193
8428	0.020192
8429	0.020192
8430	0.020191
8431	0.020191
8432	0.020191
8433	0.020190
8434	0.020190
8435	0.020190
8436	0.020189
8437	0.020189
8438	0.020188
8439	0.020188
8440	0.020188
8441	0.020187
8442	0.020187
8443	0.020186
8444	0.020186
8445	0.020186
8446	0.020185
8447	0.020185
8448	0.020185
8449	0.020184
8450	0.020184
8451	0.020183
8452	0.020183
8453	0.020183
8454	0.020182
8455	0.020182
8456	0.020182
8457	0.020181
8458	0.020181
8459	0.020180
8460	0.020180
8461	0.020180
8462	0.020179
8463	0.020179
8464	0.020179
8465	0.020178
8466	0.020178
8467	0.020177
8468	0.020177
8469	0.020177
8470	0.020176
8471	0.020176
8472	0.020176
8473	0.020175
8474	0.020175
8475	0.020174
8476	0.020174
8477	0.020174
8478	0.020173
8479	0.020173
8480	0.020173
8481	0.020172
8482	0.020172
8483	0.020171
8484	0.020171
8485	0.020171
8486	0.020170
8487	0.020170
8488	0.020170
8489	0.020169
8490	0.020169
8491	0.020168
8492	0.020168
8493	0.020168
8494	0.020167
8495	0.020167
8496	0.020167
8497	0.020166
8498	0.020166
8499	0.020165
8500	0.020165
8501	0.020165
8502	0.020164
8503	0.020164
8504	0.020164
8505	0.020163
8506	0.020163
8507	0.020162
8508	0.020162
8509	0.020162
8510	0.020161
8511	0.020161
8512	0.020161
8513	0.020160
8514	0.020160
8515	0.020159
8516	0.020159
8517	0.020159
8518	0.020158
8519	0.020158
8520	0.020158
8521	0.020157
8522	0.020157
8523	0.020156
8524	0.020156
8525	0.020156
8526	0.020155
8527	0.020155
8528	0.020155
8529	0.020154
8530	0.020154
8531	0.020154
8532	0.020153
8533	0.020153
8534	0.020152
8535	0.020152
8536	0.020152
8537	0.020151
8538	0.020151
8539	0.020151
8540	0.020150
8541	0.020150
8542	0.020149
8543	0.020149
8544	0.020149
8545	0.020148
8546	0.020148
8547	0.020148
8548	0.020147
8549	0.020147
8550	0.020146
8551	0.020146
8552	0.020146
8553	0.020145
8554	0.020145
8555	0.020145
8556	0.020144
8557	0.020144
8558	0.020143
8559	0.020143
8560	0.020143
8561	0.020142
8562	0.020142
8563	0.020142
8564	0.020141
8565	0.020141
8566	0.020140
8567	0.020140
8568	0.020140
8569	0.020139
8570	0.020139
8571	0.020139
8572	0.020138
8573	0.020138
8574	0.020137
8575	0.020137
8576	0.020137
8577	0.020136
8578	0.020136
8579	0.020136
8580	0.020135
8581	0.020135
8582	0.020135
8583	0.020134
8584	0.020134
8585	0.020133
8586	0.020133
8587	0.020133
8588	0.020132
8589	0.020132
8590	0.020132
8591	0.020131
8592	0.020131
8593	0.020130
8594	0.020130
8595	0.020130
8596	0.020129
8597	0.020129
8598	0.020129
8599	0.020128
8600	0.020128
8601	0.020127
8602	0.020127
8603	0.020127
8604	0.020126
8605	0.020126
8606	0.020126
8607	0.020125
8608	0.020125
8609	0.020125
8610	0.020124
8611	0.020124
8612	0.020123
8613	0.020123
8614	0.020123
8615	0.020122
8616	0.020122
8617	0.020122
8618	0.020121
8619	0.020121
8620	0.020120
8621	0.020120
8622	0.020120
8623	0.020119
8624	0.020119
8625	0.020119
8626	0.020118
8627	0.020118
8628	0.020117
8629	0.020117
8630	0.020117
8631	0.020116
8632	0.020116
8633	0.020116
8634	0.020115
8635	0.020115
8636	0.020115
8637	0.020114
8638	0.020114
8639	0.020113
8640	0.020113
8641	0.020113
8642	0.020112
8643	0.020112
8644	0.020112
8645	0.020111
8646	0.020111
8647	0.020110
8648	0.020110
8649	0.020110
8650	0.020109
8651	0.020109
8652	0.020109
8653	0.020108
8654	0.020108
8655	0.020108
8656	0.020107
8657	0.020107
8658	0.020106
8659	0.020106
8660	0.020106
8661	0.020105
8662	0.020105
8663	0.020105
8664	0.020104
8665	0.020104
8666	0.020103
8667	0.020103
8668	0.020103
8669	0.020102
8670	0.020102
8671	0.020102
8672	0.020101
8673	0.020101
8674	0.020101
8675	0.020100
8676	0.020100
8677	0.020099
8678	0.020099
8679	0.020099
8680	0.020098
8681	0.020098
8682	0.020098
8683	0.020097
8684	0.020097
8685	0.020096
8686	0.020096
8687	0.020096
8688	0.020095
8689	0.020095
8690	0.020095
8691	0.020094
8692	0.020094
8693	0.020094
8694	0.020093
8695	0.020093
8696	0.020092
8697	0.020092
8698	0.020092
8699	0.020091
8700	0.020091
8701	0.020091
8702	0.020090
8703	0.020090
8704	0.020089
8705	0.020089
8706	0.020089
8707	0.020088
8708	0.020088
8709	0.020088
8710	0.020087
8711	0.020087
8712	0.020087
8713	0.020086
8714	0.020086
8715	0.020085
8716	0.020085
8717	0.020085
8718	0.020084
8719	0.020084
8720	0.020084
8721	0.020083
8722	0.020083
8723	0.020083
8724	0.020082
8725	0.020082
8726	0.020081
8727	0.020081
8728	0.020081
8729	0.020080
8730	0.020080
8731	0.020080
8732	0.020079
8733	0.020079
8734	0.020079
8735	0.020078
8736	0.020078
8737	0.020077
8738	0.020077
8739	0.020077
8740	0.020076
8741	0.020076
8742	0.020076
8743	0.020075
8744	0.020075
8745	0.020075
8746	0.020074
8747	0.020074
8748	0.020073
8749	0.020073
8750	0.020073
8751	0.020072
8752	0.020072
8753	0.020072
8754	0.020071
8755	0.020071
8756	0.020070
8757	0.020070
8758	0.020070
8759	0.020069
8760	0.020069
8761	0.020069
8762	0.020068
8763	0.020068
8764	0.020068
8765	0.020067
8766	0.020067
8767	0.020066
8768	0.020066
8769	0.020066
8770	0.020065
8771	0.020065
8772	0.020065
8773	0.020064
8774	0.020064
8775	0.020064
8776	0.020063
8777	0.020063
8778	0.020062
8779	0.020062
8780	0.020062
8781	0.020061
8782	0.020061
8783	0.020061
8784	0.020060
8785	0.020060
8786	0.020060
8787	0.020059
8788	0.020059
8789	0.020058
8790	0.020058
8791	0.020058
8792	0.020057
8793	0.020057
8794	0.020057
8795	0.020056
8796	0.020056
8797	0.020056
8798	0.020055
8799	0.020055
8800	0.020054
8801	0.020054
8802	0.020054
8803	0.020053
8804	0.020053
8805	0.020053
8806	0.020052
8807	0.020052
8808	0.020052
8809	0.020051
8810	0.020051
8811	0.020050
8812	0.020050
8813	0.020050
8814	0.020049
8815	0.020049
8816	0.020049
8817	0.020048
8818	0.020048
8819	0.020048
8820	0.020047
8821	0.020047
8822	0.020047
8823	0.020046
8824	0.020046
8825	0.020045
8826	0.020045
